 Monthly_Income , Total_outstanding_loans ,Defaulter
" $4,928.00 "," $164,112.00 ",NO
" $4,931.00 "," $468,025.00 ",YES
" $4,936.00 "," $207,222.00 ",NO
" $4,937.00 "," $179,176.00 ",NO
" $4,938.00 "," $365,510.00 ",NO
" $4,946.00 "," $65,236.00 ",NO
" $4,946.00 "," $226,111.00 ",NO
" $4,951.00 "," $116,817.00 ",NO
" $4,953.00 "," $233,128.00 ",NO
" $4,953.00 "," $403,999.00 ",YES
" $4,954.00 "," $277,330.00 ",NO
" $4,962.00 "," $196,658.00 ",NO
" $4,965.00 "," $49,856.00 ",NO
" $4,965.00 "," $179,723.00 ",NO
" $4,969.00 "," $116,886.00 ",NO
" $4,969.00 "," $99,677.00 ",NO
" $4,974.00 "," $299,776.00 ",NO
" $4,976.00 "," $397,468.00 ",YES
" $4,978.00 "," $150,440.00 ",NO
" $4,979.00 "," $404,707.00 ",YES
" $4,981.00 "," $377,107.00 ",YES
" $4,986.00 "," $200,465.00 ",NO
" $4,986.00 "," $210,296.00 ",NO
" $4,988.00 "," $405,588.00 ",YES
" $4,990.00 "," $77,023.00 ",NO
" $4,991.00 "," $240,689.00 ",NO
" $4,994.00 "," $13,595.00 ",NO
" $4,997.00 "," $330,220.00 ",NO
" $5,001.00 "," $365,619.00 ",NO
" $5,002.00 "," $499,229.00 ",YES
" $5,012.00 "," $302,668.00 ",NO
" $5,013.00 "," $181,047.00 ",NO
" $5,015.00 "," $269,712.00 ",NO
" $5,017.00 "," $58,056.00 ",NO
" $5,019.00 "," $473,291.00 ",YES
" $5,023.00 "," $464,565.00 ",YES
" $5,028.00 "," $125,016.00 ",NO
" $5,033.00 "," $175,538.00 ",NO
" $5,035.00 "," $490,300.00 ",YES
" $5,039.00 "," $93,812.00 ",NO
" $5,043.00 "," $250,300.00 ",NO
" $5,045.00 "," $60,575.00 ",NO
" $5,048.00 "," $116,175.00 ",NO
" $5,050.00 "," $43,188.00 ",NO
" $5,051.00 "," $486,131.00 ",YES
" $5,051.00 "," $202,309.00 ",NO
" $5,059.00 "," $105,216.00 ",NO
" $5,060.00 "," $454,782.00 ",YES
" $5,062.00 "," $258,617.00 ",NO
" $5,063.00 "," $352,323.00 ",NO
" $5,065.00 "," $418,636.00 ",YES
" $5,066.00 "," $265,056.00 ",NO
" $5,068.00 "," $211,380.00 ",NO
" $5,074.00 "," $213,893.00 ",NO
" $5,075.00 "," $263,637.00 ",NO
" $5,077.00 "," $238,741.00 ",NO
" $5,083.00 "," $283,312.00 ",NO
" $5,085.00 "," $358,520.00 ",NO
" $5,088.00 "," $478,023.00 ",YES
" $5,090.00 "," $242,159.00 ",NO
" $5,096.00 "," $444,155.00 ",YES
" $5,100.00 "," $90,390.00 ",NO
" $5,102.00 "," $131,281.00 ",NO
" $5,104.00 "," $498,404.00 ",YES
" $5,105.00 "," $463,273.00 ",YES
" $5,107.00 "," $263,269.00 ",NO
" $5,120.00 "," $259,056.00 ",NO
" $5,121.00 "," $377,222.00 ",YES
" $5,125.00 "," $211,585.00 ",NO
" $5,128.00 "," $219,689.00 ",NO
" $5,129.00 "," $171,321.00 ",NO
" $5,130.00 "," $352,790.00 ",NO
" $5,131.00 "," $47,869.00 ",NO
" $5,135.00 "," $434,571.00 ",YES
" $5,136.00 "," $374,930.00 ",NO
" $5,144.00 "," $333,946.00 ",NO
" $5,147.00 "," $347,764.00 ",NO
" $5,150.00 "," $196,218.00 ",NO
" $5,153.00 "," $109,904.00 ",NO
" $5,153.00 "," $489,732.00 ",YES
" $5,157.00 "," $246,997.00 ",NO
" $5,160.00 "," $418,509.00 ",YES
" $5,167.00 "," $53,100.00 ",NO
" $5,167.00 "," $88,905.00 ",NO
" $5,171.00 "," $81,045.00 ",NO
" $5,171.00 "," $467,740.00 ",YES
" $5,174.00 "," $468,790.00 ",YES
" $5,177.00 "," $290,728.00 ",NO
" $5,179.00 "," $289,077.00 ",NO
" $5,183.00 "," $461,711.00 ",YES
" $5,183.00 "," $180,043.00 ",NO
" $5,185.00 "," $315,110.00 ",NO
" $5,187.00 "," $496,521.00 ",YES
" $5,190.00 "," $387,401.00 ",YES
" $5,192.00 "," $255,307.00 ",NO
" $5,200.00 "," $154,443.00 ",NO
" $5,200.00 "," $337,013.00 ",NO
" $5,202.00 "," $440,259.00 ",YES
" $5,203.00 "," $62,790.00 ",NO
" $5,207.00 "," $195,249.00 ",NO
" $5,210.00 "," $251,358.00 ",NO
" $5,219.00 "," $337,413.00 ",NO
" $5,220.00 "," $460,524.00 ",YES
" $5,224.00 "," $441,910.00 ",YES
" $5,232.00 "," $297,328.00 ",NO
" $5,233.00 "," $67,178.00 ",NO
" $5,236.00 "," $414,407.00 ",YES
" $5,238.00 "," $231,434.00 ",NO
" $5,245.00 "," $152,320.00 ",NO
" $5,246.00 "," $287,557.00 ",NO
" $5,247.00 "," $48,678.00 ",NO
" $5,253.00 "," $317,881.00 ",NO
" $5,254.00 "," $106,081.00 ",NO
" $5,254.00 "," $202,415.00 ",NO
" $5,261.00 "," $42,875.00 ",NO
" $5,264.00 "," $207,368.00 ",NO
" $5,264.00 "," $122,896.00 ",NO
" $5,270.00 "," $314,818.00 ",NO
" $5,271.00 "," $132,179.00 ",NO
" $5,273.00 "," $128,074.00 ",NO
" $5,286.00 "," $385,182.00 ",YES
" $5,289.00 "," $22,860.00 ",NO
" $5,302.00 "," $253,161.00 ",NO
" $5,303.00 "," $245,231.00 ",NO
" $5,305.00 "," $93,560.00 ",NO
" $5,305.00 "," $254,423.00 ",NO
" $5,310.00 "," $271,958.00 ",NO
" $5,312.00 "," $108,540.00 ",NO
" $5,312.00 "," $357,787.00 ",NO
" $5,319.00 "," $10,182.00 ",NO
" $5,321.00 "," $488,823.00 ",YES
" $5,322.00 "," $391,964.00 ",YES
" $5,325.00 "," $85,082.00 ",NO
" $5,326.00 "," $415,560.00 ",YES
" $5,332.00 "," $296,565.00 ",NO
" $5,332.00 "," $104,896.00 ",NO
" $5,335.00 "," $279,502.00 ",NO
" $5,336.00 "," $364,576.00 ",NO
" $5,343.00 "," $341,723.00 ",NO
" $5,354.00 "," $158,490.00 ",NO
" $5,360.00 "," $334,688.00 ",NO
" $5,360.00 "," $340,466.00 ",NO
" $5,362.00 "," $292,949.00 ",NO
" $5,366.00 "," $36,442.00 ",NO
" $5,367.00 "," $55,764.00 ",NO
" $5,372.00 "," $456,525.00 ",YES
" $5,375.00 "," $204,125.00 ",NO
" $5,378.00 "," $415,332.00 ",YES
" $5,383.00 "," $440,063.00 ",YES
" $5,384.00 "," $495,255.00 ",YES
" $5,385.00 "," $425,807.00 ",YES
" $5,388.00 "," $180,739.00 ",NO
" $5,389.00 "," $274,900.00 ",NO
" $5,391.00 "," $135,013.00 ",NO
" $5,394.00 "," $395,957.00 ",YES
" $5,395.00 "," $292,677.00 ",NO
" $5,401.00 "," $201,699.00 ",NO
" $5,402.00 "," $470,154.00 ",YES
" $5,402.00 "," $306,773.00 ",NO
" $5,402.00 "," $111,853.00 ",NO
" $5,403.00 "," $393,715.00 ",YES
" $5,403.00 "," $128,727.00 ",NO
" $5,406.00 "," $310,234.00 ",NO
" $5,406.00 "," $165,188.00 ",NO
" $5,409.00 "," $253,066.00 ",NO
" $5,409.00 "," $157,058.00 ",NO
" $5,411.00 "," $61,618.00 ",NO
" $5,412.00 "," $19,223.00 ",NO
" $5,412.00 "," $242,073.00 ",NO
" $5,422.00 "," $157,440.00 ",NO
" $5,422.00 "," $396,107.00 ",YES
" $5,425.00 "," $316,311.00 ",NO
" $5,429.00 "," $320,435.00 ",NO
" $5,430.00 "," $348,419.00 ",NO
" $5,431.00 "," $72,179.00 ",NO
" $5,432.00 "," $196,388.00 ",NO
" $5,434.00 "," $176,331.00 ",NO
" $5,434.00 "," $117,463.00 ",NO
" $5,436.00 "," $89,890.00 ",NO
" $5,437.00 "," $258,359.00 ",NO
" $5,438.00 "," $156,761.00 ",NO
" $5,442.00 "," $430,111.00 ",YES
" $5,442.00 "," $263,921.00 ",NO
" $5,445.00 "," $262,926.00 ",NO
" $5,449.00 "," $339,507.00 ",NO
" $5,450.00 "," $162,281.00 ",NO
" $5,453.00 "," $248,189.00 ",NO
" $5,456.00 "," $166,837.00 ",NO
" $5,460.00 "," $135,415.00 ",NO
" $5,463.00 "," $115,436.00 ",NO
" $5,463.00 "," $369,637.00 ",NO
" $5,468.00 "," $314,992.00 ",NO
" $5,475.00 "," $321,945.00 ",NO
" $5,476.00 "," $96,146.00 ",NO
" $5,477.00 "," $480,882.00 ",YES
" $5,479.00 "," $221,547.00 ",NO
" $5,480.00 "," $81,501.00 ",NO
" $5,482.00 "," $97,832.00 ",NO
" $5,484.00 "," $158,107.00 ",NO
" $5,488.00 "," $68,105.00 ",NO
" $5,488.00 "," $353,338.00 ",NO
" $5,489.00 "," $108,281.00 ",NO
" $5,489.00 "," $175,924.00 ",NO
" $5,491.00 "," $119,937.00 ",NO
" $5,493.00 "," $10,344.00 ",NO
" $5,496.00 "," $221,890.00 ",NO
" $5,496.00 "," $441,565.00 ",YES
" $5,497.00 "," $39,629.00 ",NO
" $5,499.00 "," $64,222.00 ",NO
" $5,501.00 "," $415,777.00 ",YES
" $5,502.00 "," $267,227.00 ",NO
" $5,502.00 "," $70,662.00 ",NO
" $5,503.00 "," $139,504.00 ",NO
" $5,505.00 "," $47,997.00 ",NO
" $5,512.00 "," $442,841.00 ",YES
" $5,512.00 "," $347,961.00 ",NO
" $5,516.00 "," $397,436.00 ",YES
" $5,516.00 "," $306,865.00 ",NO
" $5,524.00 "," $498,314.00 ",YES
" $5,528.00 "," $119,724.00 ",NO
" $5,528.00 "," $291,927.00 ",NO
" $5,532.00 "," $452,760.00 ",YES
" $5,536.00 "," $167,704.00 ",NO
" $5,540.00 "," $46,433.00 ",NO
" $5,540.00 "," $134,941.00 ",NO
" $5,542.00 "," $152,126.00 ",NO
" $5,543.00 "," $422,596.00 ",YES
" $5,544.00 "," $388,224.00 ",YES
" $5,545.00 "," $217,323.00 ",NO
" $5,547.00 "," $106,647.00 ",NO
" $5,552.00 "," $14,694.00 ",NO
" $5,552.00 "," $31,774.00 ",NO
" $5,553.00 "," $332,347.00 ",NO
" $5,554.00 "," $61,844.00 ",NO
" $5,556.00 "," $338,929.00 ",NO
" $5,561.00 "," $447,727.00 ",YES
" $5,566.00 "," $459,757.00 ",YES
" $5,567.00 "," $407,566.00 ",YES
" $5,572.00 "," $53,818.00 ",NO
" $5,575.00 "," $439,301.00 ",YES
" $5,581.00 "," $467,669.00 ",YES
" $5,582.00 "," $216,900.00 ",NO
" $5,583.00 "," $387,265.00 ",YES
" $5,588.00 "," $428,970.00 ",YES
" $5,590.00 "," $459,231.00 ",YES
" $5,590.00 "," $293,346.00 ",NO
" $5,591.00 "," $304,278.00 ",NO
" $5,600.00 "," $427,281.00 ",YES
" $5,601.00 "," $207,953.00 ",NO
" $5,612.00 "," $192,579.00 ",NO
" $5,618.00 "," $370,261.00 ",NO
" $5,621.00 "," $137,245.00 ",NO
" $5,626.00 "," $460,261.00 ",YES
" $5,648.00 "," $291,191.00 ",NO
" $5,651.00 "," $125,049.00 ",NO
" $5,654.00 "," $25,658.00 ",NO
" $5,660.00 "," $394,607.00 ",YES
" $5,669.00 "," $66,878.00 ",NO
" $5,673.00 "," $300,170.00 ",NO
" $5,674.00 "," $486,185.00 ",YES
" $5,676.00 "," $132,249.00 ",NO
" $5,676.00 "," $304,955.00 ",NO
" $5,677.00 "," $231,889.00 ",NO
" $5,679.00 "," $362,350.00 ",NO
" $5,685.00 "," $43,995.00 ",NO
" $5,691.00 "," $155,965.00 ",NO
" $5,692.00 "," $408,388.00 ",YES
" $5,694.00 "," $486,118.00 ",YES
" $5,695.00 "," $483,117.00 ",YES
" $5,696.00 "," $257,486.00 ",NO
" $5,699.00 "," $50,528.00 ",NO
" $5,699.00 "," $252,979.00 ",NO
" $5,702.00 "," $404,538.00 ",YES
" $5,705.00 "," $372,065.00 ",NO
" $5,705.00 "," $196,099.00 ",NO
" $5,706.00 "," $365,547.00 ",NO
" $5,707.00 "," $489,913.00 ",YES
" $5,708.00 "," $105,387.00 ",NO
" $5,710.00 "," $176,373.00 ",NO
" $5,710.00 "," $66,491.00 ",NO
" $5,711.00 "," $116,993.00 ",NO
" $5,718.00 "," $382,518.00 ",YES
" $5,720.00 "," $159,807.00 ",NO
" $5,721.00 "," $385,328.00 ",YES
" $5,728.00 "," $276,733.00 ",NO
" $5,728.00 "," $356,862.00 ",NO
" $5,736.00 "," $377,165.00 ",YES
" $5,743.00 "," $50,619.00 ",NO
" $5,744.00 "," $412,335.00 ",YES
" $5,745.00 "," $293,554.00 ",NO
" $5,753.00 "," $386,646.00 ",YES
" $5,760.00 "," $361,053.00 ",NO
" $5,764.00 "," $497,789.00 ",YES
" $5,766.00 "," $179,874.00 ",NO
" $5,774.00 "," $403,494.00 ",YES
" $5,775.00 "," $224,852.00 ",NO
" $5,784.00 "," $71,818.00 ",NO
" $5,785.00 "," $135,881.00 ",NO
" $5,789.00 "," $155,221.00 ",NO
" $5,791.00 "," $109,177.00 ",NO
" $5,792.00 "," $105,084.00 ",NO
" $5,792.00 "," $39,829.00 ",NO
" $5,795.00 "," $39,398.00 ",NO
" $5,795.00 "," $162,753.00 ",NO
" $5,811.00 "," $91,691.00 ",NO
" $5,814.00 "," $229,029.00 ",NO
" $5,814.00 "," $180,547.00 ",NO
" $5,817.00 "," $433,889.00 ",YES
" $5,819.00 "," $37,907.00 ",NO
" $5,822.00 "," $64,798.00 ",NO
" $5,831.00 "," $32,808.00 ",NO
" $5,834.00 "," $430,179.00 ",YES
" $5,836.00 "," $252,110.00 ",NO
" $5,837.00 "," $121,959.00 ",NO
" $5,838.00 "," $140,819.00 ",NO
" $5,840.00 "," $63,933.00 ",NO
" $5,840.00 "," $393,130.00 ",YES
" $5,841.00 "," $123,232.00 ",NO
" $5,842.00 "," $112,089.00 ",NO
" $5,844.00 "," $90,701.00 ",NO
" $5,853.00 "," $430,191.00 ",YES
" $5,854.00 "," $101,008.00 ",NO
" $5,856.00 "," $435,062.00 ",YES
" $5,858.00 "," $252,991.00 ",NO
" $5,871.00 "," $109,606.00 ",NO
" $5,875.00 "," $478,509.00 ",YES
" $5,878.00 "," $224,397.00 ",NO
" $5,878.00 "," $370,048.00 ",NO
" $5,879.00 "," $187,434.00 ",NO
" $5,881.00 "," $41,472.00 ",NO
" $5,886.00 "," $454,451.00 ",YES
" $5,890.00 "," $343,782.00 ",NO
" $5,890.00 "," $294,299.00 ",NO
" $5,896.00 "," $410,523.00 ",YES
" $5,898.00 "," $499,438.00 ",YES
" $5,909.00 "," $415,530.00 ",YES
" $5,911.00 "," $354,444.00 ",NO
" $5,912.00 "," $287,881.00 ",NO
" $5,917.00 "," $415,926.00 ",YES
" $5,918.00 "," $120,481.00 ",NO
" $5,923.00 "," $295,880.00 ",NO
" $5,928.00 "," $424,552.00 ",YES
" $5,932.00 "," $271,966.00 ",NO
" $5,934.00 "," $341,154.00 ",NO
" $5,938.00 "," $28,456.00 ",NO
" $5,940.00 "," $397,900.00 ",YES
" $5,941.00 "," $90,888.00 ",NO
" $5,943.00 "," $124,048.00 ",NO
" $5,943.00 "," $296,282.00 ",NO
" $5,944.00 "," $145,461.00 ",NO
" $5,945.00 "," $183,383.00 ",NO
" $5,951.00 "," $50,035.00 ",NO
" $5,952.00 "," $238,135.00 ",NO
" $5,955.00 "," $376,994.00 ",YES
" $5,955.00 "," $40,009.00 ",NO
" $5,957.00 "," $474,789.00 ",YES
" $5,957.00 "," $256,073.00 ",NO
" $5,961.00 "," $255,249.00 ",NO
" $5,965.00 "," $416,482.00 ",YES
" $5,968.00 "," $211,876.00 ",NO
" $5,969.00 "," $346,148.00 ",NO
" $5,971.00 "," $496,844.00 ",YES
" $5,974.00 "," $342,151.00 ",NO
" $5,977.00 "," $22,339.00 ",NO
" $5,982.00 "," $156,926.00 ",NO
" $5,982.00 "," $178,167.00 ",NO
" $5,986.00 "," $471,452.00 ",YES
" $5,988.00 "," $149,657.00 ",NO
" $5,990.00 "," $336,221.00 ",NO
" $5,991.00 "," $144,195.00 ",NO
" $5,993.00 "," $90,042.00 ",NO
" $5,996.00 "," $301,621.00 ",NO
" $5,999.00 "," $267,310.00 ",NO
" $6,001.00 "," $264,661.00 ",NO
" $6,001.00 "," $59,899.00 ",NO
" $6,003.00 "," $373,392.00 ",NO
" $6,003.00 "," $124,892.00 ",NO
" $6,010.00 "," $421,912.00 ",YES
" $6,010.00 "," $91,611.00 ",NO
" $6,011.00 "," $223,442.00 ",NO
" $6,012.00 "," $364,401.00 ",NO
" $6,015.00 "," $125,001.00 ",NO
" $6,016.00 "," $125,688.00 ",NO
" $6,019.00 "," $11,139.00 ",NO
" $6,020.00 "," $231,725.00 ",NO
" $6,020.00 "," $31,865.00 ",NO
" $6,030.00 "," $339,441.00 ",NO
" $6,032.00 "," $92,063.00 ",NO
" $6,033.00 "," $169,470.00 ",NO
" $6,034.00 "," $392,393.00 ",YES
" $6,035.00 "," $446,658.00 ",YES
" $6,038.00 "," $334,661.00 ",NO
" $6,041.00 "," $431,356.00 ",YES
" $6,044.00 "," $115,313.00 ",NO
" $6,044.00 "," $107,529.00 ",NO
" $6,045.00 "," $133,024.00 ",NO
" $6,047.00 "," $486,355.00 ",YES
" $6,048.00 "," $63,305.00 ",NO
" $6,056.00 "," $43,494.00 ",NO
" $6,057.00 "," $376,783.00 ",NO
" $6,060.00 "," $413,949.00 ",YES
" $6,062.00 "," $474,164.00 ",YES
" $6,064.00 "," $297,148.00 ",NO
" $6,070.00 "," $197,457.00 ",NO
" $6,070.00 "," $279,563.00 ",NO
" $6,076.00 "," $135,691.00 ",NO
" $6,080.00 "," $276,909.00 ",NO
" $6,080.00 "," $15,837.00 ",NO
" $6,086.00 "," $218,555.00 ",NO
" $6,088.00 "," $54,000.00 ",NO
" $6,089.00 "," $364,857.00 ",NO
" $6,089.00 "," $370,700.00 ",NO
" $6,090.00 "," $443,325.00 ",YES
" $6,090.00 "," $48,415.00 ",NO
" $6,091.00 "," $103,270.00 ",NO
" $6,091.00 "," $288,212.00 ",NO
" $6,092.00 "," $392,555.00 ",YES
" $6,096.00 "," $365,432.00 ",NO
" $6,099.00 "," $50,855.00 ",NO
" $6,103.00 "," $15,326.00 ",NO
" $6,104.00 "," $268,013.00 ",NO
" $6,106.00 "," $135,147.00 ",NO
" $6,106.00 "," $392,683.00 ",YES
" $6,113.00 "," $265,011.00 ",NO
" $6,117.00 "," $346,646.00 ",NO
" $6,117.00 "," $360,789.00 ",NO
" $6,119.00 "," $133,138.00 ",NO
" $6,121.00 "," $251,998.00 ",NO
" $6,122.00 "," $246,724.00 ",NO
" $6,123.00 "," $43,024.00 ",NO
" $6,123.00 "," $495,604.00 ",YES
" $6,124.00 "," $365,352.00 ",NO
" $6,128.00 "," $163,221.00 ",NO
" $6,128.00 "," $319,724.00 ",NO
" $6,129.00 "," $18,409.00 ",NO
" $6,130.00 "," $428,885.00 ",YES
" $6,130.00 "," $39,897.00 ",NO
" $6,132.00 "," $205,094.00 ",NO
" $6,133.00 "," $141,321.00 ",NO
" $6,134.00 "," $94,374.00 ",NO
" $6,134.00 "," $464,626.00 ",YES
" $6,137.00 "," $421,611.00 ",YES
" $6,137.00 "," $280,940.00 ",NO
" $6,142.00 "," $139,067.00 ",NO
" $6,146.00 "," $83,222.00 ",NO
" $6,151.00 "," $44,965.00 ",NO
" $6,155.00 "," $379,285.00 ",YES
" $6,160.00 "," $50,539.00 ",NO
" $6,163.00 "," $14,450.00 ",NO
" $6,171.00 "," $21,083.00 ",NO
" $6,174.00 "," $371,861.00 ",NO
" $6,174.00 "," $476,827.00 ",YES
" $6,176.00 "," $207,150.00 ",NO
" $6,185.00 "," $186,564.00 ",NO
" $6,188.00 "," $413,841.00 ",YES
" $6,189.00 "," $397,080.00 ",YES
" $6,191.00 "," $154,220.00 ",NO
" $6,193.00 "," $424,880.00 ",YES
" $6,196.00 "," $481,714.00 ",YES
" $6,196.00 "," $86,979.00 ",NO
" $6,201.00 "," $90,184.00 ",NO
" $6,208.00 "," $14,178.00 ",NO
" $6,210.00 "," $346,338.00 ",NO
" $6,214.00 "," $339,070.00 ",NO
" $6,215.00 "," $199,146.00 ",NO
" $6,215.00 "," $300,803.00 ",NO
" $6,217.00 "," $187,364.00 ",NO
" $6,230.00 "," $272,180.00 ",NO
" $6,230.00 "," $269,736.00 ",NO
" $6,234.00 "," $13,015.00 ",NO
" $6,235.00 "," $285,957.00 ",NO
" $6,237.00 "," $116,010.00 ",NO
" $6,239.00 "," $142,848.00 ",NO
" $6,240.00 "," $459,714.00 ",YES
" $6,245.00 "," $37,073.00 ",NO
" $6,247.00 "," $127,378.00 ",NO
" $6,248.00 "," $234,665.00 ",NO
" $6,254.00 "," $454,576.00 ",YES
" $6,256.00 "," $143,132.00 ",NO
" $6,259.00 "," $118,503.00 ",NO
" $6,261.00 "," $183,006.00 ",NO
" $6,261.00 "," $10,947.00 ",NO
" $6,261.00 "," $10,842.00 ",NO
" $6,264.00 "," $243,043.00 ",NO
" $6,268.00 "," $134,797.00 ",NO
" $6,269.00 "," $481,142.00 ",YES
" $6,270.00 "," $95,375.00 ",NO
" $6,275.00 "," $163,269.00 ",NO
" $6,281.00 "," $293,683.00 ",NO
" $6,283.00 "," $410,578.00 ",YES
" $6,287.00 "," $352,661.00 ",NO
" $6,287.00 "," $137,794.00 ",NO
" $6,291.00 "," $56,308.00 ",NO
" $6,291.00 "," $335,832.00 ",NO
" $6,291.00 "," $286,195.00 ",NO
" $6,303.00 "," $200,363.00 ",NO
" $6,304.00 "," $12,742.00 ",NO
" $6,304.00 "," $296,342.00 ",NO
" $6,304.00 "," $253,502.00 ",NO
" $6,308.00 "," $437,936.00 ",YES
" $6,310.00 "," $173,332.00 ",NO
" $6,314.00 "," $451,095.00 ",YES
" $6,317.00 "," $181,750.00 ",NO
" $6,320.00 "," $344,370.00 ",NO
" $6,321.00 "," $224,678.00 ",NO
" $6,321.00 "," $253,838.00 ",NO
" $6,321.00 "," $477,476.00 ",YES
" $6,322.00 "," $138,139.00 ",NO
" $6,322.00 "," $411,732.00 ",YES
" $6,328.00 "," $260,703.00 ",NO
" $6,331.00 "," $409,929.00 ",YES
" $6,332.00 "," $157,501.00 ",NO
" $6,337.00 "," $400,253.00 ",YES
" $6,340.00 "," $421,373.00 ",YES
" $6,345.00 "," $57,511.00 ",NO
" $6,346.00 "," $100,947.00 ",NO
" $6,346.00 "," $335,097.00 ",NO
" $6,350.00 "," $99,978.00 ",NO
" $6,352.00 "," $247,017.00 ",NO
" $6,353.00 "," $79,018.00 ",NO
" $6,356.00 "," $59,668.00 ",NO
" $6,357.00 "," $95,012.00 ",NO
" $6,360.00 "," $101,118.00 ",NO
" $6,364.00 "," $245,661.00 ",NO
" $6,369.00 "," $323,914.00 ",NO
" $6,369.00 "," $301,645.00 ",NO
" $6,369.00 "," $497,185.00 ",YES
" $6,374.00 "," $102,544.00 ",NO
" $6,379.00 "," $15,303.00 ",NO
" $6,381.00 "," $306,167.00 ",NO
" $6,382.00 "," $188,626.00 ",NO
" $6,383.00 "," $178,642.00 ",NO
" $6,389.00 "," $220,771.00 ",NO
" $6,390.00 "," $370,313.00 ",NO
" $6,393.00 "," $55,654.00 ",NO
" $6,393.00 "," $468,982.00 ",YES
" $6,398.00 "," $167,019.00 ",NO
" $6,401.00 "," $324,607.00 ",NO
" $6,403.00 "," $469,012.00 ",YES
" $6,408.00 "," $396,326.00 ",YES
" $6,410.00 "," $118,957.00 ",NO
" $6,411.00 "," $426,580.00 ",YES
" $6,419.00 "," $373,328.00 ",NO
" $6,425.00 "," $403,909.00 ",YES
" $6,426.00 "," $339,526.00 ",NO
" $6,427.00 "," $246,246.00 ",NO
" $6,434.00 "," $268,019.00 ",NO
" $6,435.00 "," $465,618.00 ",YES
" $6,435.00 "," $351,589.00 ",NO
" $6,436.00 "," $483,014.00 ",YES
" $6,438.00 "," $220,217.00 ",NO
" $6,439.00 "," $463,730.00 ",YES
" $6,443.00 "," $14,287.00 ",NO
" $6,444.00 "," $246,705.00 ",NO
" $6,445.00 "," $147,825.00 ",NO
" $6,449.00 "," $295,677.00 ",NO
" $6,453.00 "," $64,620.00 ",NO
" $6,457.00 "," $69,055.00 ",NO
" $6,459.00 "," $375,839.00 ",NO
" $6,460.00 "," $94,762.00 ",NO
" $6,462.00 "," $481,638.00 ",YES
" $6,464.00 "," $399,914.00 ",YES
" $6,464.00 "," $225,918.00 ",NO
" $6,467.00 "," $155,886.00 ",NO
" $6,468.00 "," $482,669.00 ",YES
" $6,474.00 "," $443,205.00 ",YES
" $6,476.00 "," $421,993.00 ",YES
" $6,477.00 "," $356,974.00 ",NO
" $6,482.00 "," $112,083.00 ",NO
" $6,493.00 "," $371,750.00 ",NO
" $6,493.00 "," $185,019.00 ",NO
" $6,494.00 "," $27,702.00 ",NO
" $6,494.00 "," $214,208.00 ",NO
" $6,495.00 "," $396,265.00 ",YES
" $6,496.00 "," $264,750.00 ",NO
" $6,498.00 "," $176,579.00 ",NO
" $6,502.00 "," $439,784.00 ",YES
" $6,502.00 "," $26,215.00 ",NO
" $6,505.00 "," $456,283.00 ",YES
" $6,507.00 "," $178,613.00 ",NO
" $6,508.00 "," $50,636.00 ",NO
" $6,510.00 "," $254,702.00 ",NO
" $6,512.00 "," $467,914.00 ",YES
" $6,512.00 "," $57,215.00 ",NO
" $6,517.00 "," $35,885.00 ",NO
" $6,521.00 "," $21,273.00 ",NO
" $6,524.00 "," $208,627.00 ",NO
" $6,524.00 "," $256,430.00 ",NO
" $6,529.00 "," $59,421.00 ",NO
" $6,530.00 "," $369,836.00 ",NO
" $6,541.00 "," $278,469.00 ",NO
" $6,544.00 "," $275,519.00 ",NO
" $6,545.00 "," $116,929.00 ",NO
" $6,546.00 "," $313,812.00 ",NO
" $6,546.00 "," $425,782.00 ",YES
" $6,548.00 "," $377,586.00 ",YES
" $6,549.00 "," $139,060.00 ",NO
" $6,552.00 "," $117,833.00 ",NO
" $6,554.00 "," $179,973.00 ",NO
" $6,554.00 "," $172,040.00 ",NO
" $6,555.00 "," $211,261.00 ",NO
" $6,555.00 "," $50,184.00 ",NO
" $6,555.00 "," $174,748.00 ",NO
" $6,557.00 "," $379,989.00 ",YES
" $6,558.00 "," $13,914.00 ",NO
" $6,560.00 "," $113,350.00 ",NO
" $6,570.00 "," $79,370.00 ",NO
" $6,571.00 "," $73,298.00 ",NO
" $6,573.00 "," $444,034.00 ",YES
" $6,577.00 "," $487,882.00 ",YES
" $6,579.00 "," $438,654.00 ",YES
" $6,582.00 "," $228,505.00 ",NO
" $6,586.00 "," $310,249.00 ",NO
" $6,589.00 "," $460,618.00 ",YES
" $6,595.00 "," $256,858.00 ",NO
" $6,598.00 "," $104,499.00 ",NO
" $6,603.00 "," $315,387.00 ",NO
" $6,612.00 "," $21,540.00 ",NO
" $6,613.00 "," $456,662.00 ",YES
" $6,618.00 "," $122,739.00 ",NO
" $6,618.00 "," $342,671.00 ",NO
" $6,620.00 "," $263,952.00 ",NO
" $6,621.00 "," $348,870.00 ",NO
" $6,623.00 "," $49,601.00 ",NO
" $6,623.00 "," $129,136.00 ",NO
" $6,623.00 "," $448,010.00 ",YES
" $6,624.00 "," $151,257.00 ",NO
" $6,624.00 "," $389,231.00 ",YES
" $6,626.00 "," $382,961.00 ",YES
" $6,627.00 "," $445,387.00 ",YES
" $6,627.00 "," $375,760.00 ",NO
" $6,627.00 "," $457,276.00 ",YES
" $6,628.00 "," $64,081.00 ",NO
" $6,631.00 "," $156,562.00 ",NO
" $6,637.00 "," $395,573.00 ",YES
